Symbol,Date,Open,High,Low,Close,Volume,Sector,Index
,,PSUBNKBEES.NS,PSUBNKBEES.NS,PSUBNKBEES.NS,PSUBNKBEES.NS,PSUBNKBEES.NS,,
PSUBNKBEES,2009-01-02,0.0,20.600000381469727,20.299999237060547,20.600000381469727,350,,NSE
PSUBNKBEES,2009-01-05,0.0,20.950000762939453,20.5,20.655000686645508,13160,,NSE
PSUBNKBEES,2009-01-06,0.0,20.700000762939453,20.125,20.200000762939453,2410,,NSE
PSUBNKBEES,2009-01-07,0.0,20.104999542236328,19.094999313354492,19.100000381469727,8900,,NSE
PSUBNKBEES,2009-01-09,0.0,19.200000762939453,18.75,18.799999237060547,4220,,NSE
PSUBNKBEES,2009-01-12,0.0,18.899999618530273,17.75,18.100000381469727,9040,,NSE
PSUBNKBEES,2009-01-13,0.0,18.299999237060547,17.75,18.200000762939453,4250,,NSE
PSUBNKBEES,2009-01-14,0.0,18.600000381469727,18.5,18.600000381469727,730,,NSE
PSUBNKBEES,2009-01-15,0.0,18.0,17.860000610351562,18.0,700,,NSE
PSUBNKBEES,2009-01-16,0.0,18.0,18.0,18.0,1180,,NSE
PSUBNKBEES,2009-01-19,0.0,18.010000228881836,18.0,18.0,1560,,NSE
PSUBNKBEES,2009-01-20,0.0,17.600000381469727,17.5,17.5,3500,,NSE
PSUBNKBEES,2009-01-21,0.0,17.350000381469727,17.149999618530273,17.25,2600,,NSE
PSUBNKBEES,2009-01-22,0.0,17.299999237060547,17.049999237060547,17.049999237060547,7510,,NSE
PSUBNKBEES,2009-01-23,0.0,17.100000381469727,16.399999618530273,16.399999618530273,31320,,NSE
PSUBNKBEES,2009-01-27,0.0,17.200000762939453,16.350000381469727,16.700000762939453,2550,,NSE
PSUBNKBEES,2009-01-28,0.0,16.899999618530273,16.790000915527344,16.850000381469727,750,,NSE
PSUBNKBEES,2009-01-29,0.0,17.200000762939453,16.915000915527344,16.915000915527344,1440,,NSE
PSUBNKBEES,2009-01-30,0.0,17.5,16.700000762939453,17.5,10850,,NSE
PSUBNKBEES,2009-02-02,0.0,17.299999237060547,17.0,17.014999389648438,4690,,NSE
PSUBNKBEES,2009-02-03,0.0,17.0,16.700000762939453,17.0,5310,,NSE
PSUBNKBEES,2009-02-04,0.0,17.100000381469727,16.700000762939453,16.729999542236328,104120,,NSE
PSUBNKBEES,2009-02-05,0.0,16.899999618530273,16.700000762939453,16.700000762939453,390,,NSE
PSUBNKBEES,2009-02-06,0.0,17.0,16.9950008392334,17.0,20550,,NSE
PSUBNKBEES,2009-02-09,0.0,17.399999618530273,17.200000762939453,17.399999618530273,8270,,NSE
PSUBNKBEES,2009-02-10,0.0,18.100000381469727,17.5,17.600000381469727,11150,,NSE
PSUBNKBEES,2009-02-11,0.0,17.399999618530273,17.010000228881836,17.399999618530273,34410,,NSE
PSUBNKBEES,2009-02-12,0.0,17.399999618530273,17.100000381469727,17.30500030517578,250,,NSE
PSUBNKBEES,2009-02-13,0.0,17.30500030517578,17.30500030517578,17.30500030517578,0,,NSE
PSUBNKBEES,2009-02-16,0.0,17.399999618530273,17.399999618530273,17.399999618530273,100,,NSE
PSUBNKBEES,2009-02-17,0.0,16.700000762939453,16.399999618530273,16.399999618530273,1330,,NSE
PSUBNKBEES,2009-02-18,0.0,16.299999237060547,16.0,16.299999237060547,10250,,NSE
PSUBNKBEES,2009-02-19,0.0,16.200000762939453,16.100000381469727,16.100000381469727,2750,,NSE
PSUBNKBEES,2009-02-20,0.0,15.800000190734863,15.800000190734863,15.800000190734863,6180,,NSE
PSUBNKBEES,2009-02-24,0.0,15.494999885559082,15.0,15.319999694824219,28490,,NSE
PSUBNKBEES,2009-02-25,0.0,15.300000190734863,15.300000190734863,15.300000190734863,700,,NSE
PSUBNKBEES,2009-02-26,0.0,15.449999809265137,14.800000190734863,14.800000190734863,9070,,NSE
PSUBNKBEES,2009-02-27,0.0,15.199999809265137,15.0,15.0,1000,,NSE
PSUBNKBEES,2009-03-02,0.0,15.0,14.899999618530273,14.899999618530273,2760,,NSE
PSUBNKBEES,2009-03-03,0.0,14.899999618530273,14.710000038146973,14.710000038146973,4150,,NSE
PSUBNKBEES,2009-03-04,0.0,14.699999809265137,14.399999618530273,14.399999618530273,13020,,NSE
PSUBNKBEES,2009-03-05,0.0,17.18000030517578,13.899999618530273,13.899999618530273,16400,,NSE
PSUBNKBEES,2009-03-06,0.0,14.300000190734863,13.800000190734863,14.005000114440918,5100,,NSE
PSUBNKBEES,2009-03-09,0.0,13.899999618530273,13.5,13.5,2050,,NSE
PSUBNKBEES,2009-03-12,0.0,13.770000457763672,13.399999618530273,13.770000457763672,14840,,NSE
PSUBNKBEES,2009-03-13,0.0,14.100000381469727,13.800000190734863,14.100000381469727,5920,,NSE
PSUBNKBEES,2009-03-16,0.0,14.399999618530273,14.229999542236328,14.229999542236328,260,,NSE
PSUBNKBEES,2009-03-17,0.0,14.75,14.300000190734863,14.300000190734863,3400,,NSE
PSUBNKBEES,2009-03-18,0.0,14.199999809265137,14.100000381469727,14.199999809265137,140,,NSE
PSUBNKBEES,2009-03-19,0.0,14.600000381469727,14.600000381469727,14.600000381469727,200,,NSE
PSUBNKBEES,2009-03-20,0.0,14.600000381469727,14.600000381469727,14.600000381469727,0,,NSE
PSUBNKBEES,2009-03-23,0.0,14.699999809265137,14.300000190734863,14.699999809265137,10300,,NSE
PSUBNKBEES,2009-03-24,0.0,15.600000381469727,14.899999618530273,15.0,11350,,NSE
PSUBNKBEES,2009-03-25,0.0,15.0,15.0,15.0,0,,NSE
