Symbol,Date,Open,High,Low,Close,Volume,Sector,Index
,,UNIENTER.NS,UNIENTER.NS,UNIENTER.NS,UNIENTER.NS,UNIENTER.NS,,
UNIENTER,2002-07-01,143.61575317382812,147.3518524169922,140.4774169921875,142.6692657470703,377861,,NSE
UNIENTER,2002-07-02,143.16741943359375,144.86111450195312,140.2283477783203,141.17483520507812,163316,,NSE
UNIENTER,2002-07-03,141.47372436523438,152.93109130859375,141.47372436523438,149.49388122558594,1032957,,NSE
UNIENTER,2002-07-04,151.23739624023438,158.6597900390625,151.1875762939453,155.22256469726562,992913,,NSE
UNIENTER,2002-07-05,156.81663513183594,175.6964111328125,155.4218292236328,171.56178283691406,1533720,,NSE
UNIENTER,2002-07-08,170.36624145507812,172.8569793701172,164.48809814453125,168.27401733398438,719069,,NSE
UNIENTER,2002-07-09,167.1781005859375,171.76104736328125,163.39218139648438,165.1356964111328,519786,,NSE
UNIENTER,2002-07-10,167.77587890625,167.77587890625,156.71701049804688,158.26126098632812,328233,,NSE
UNIENTER,2002-07-11,157.31478881835938,165.83309936523438,157.2151641845703,161.698486328125,461286,,NSE
UNIENTER,2002-07-12,164.3884735107422,172.75733947753906,164.3884735107422,167.87550354003906,736431,,NSE
UNIENTER,2002-07-15,168.4234619140625,168.4234619140625,137.0402069091797,140.4774169921875,1492239,,NSE
UNIENTER,2002-07-16,140.32797241210938,148.79647827148438,136.5918731689453,139.0327911376953,1259953,,NSE
UNIENTER,2002-07-17,138.48483276367188,143.2670440673828,126.62893676757812,130.3152313232422,1737306,,NSE
UNIENTER,2002-07-18,134.20077514648438,143.8648223876953,133.5033721923828,141.12501525878906,1362314,,NSE
UNIENTER,2002-07-19,142.0714874267578,148.89610290527344,141.47372436523438,146.10647583007812,1659415,,NSE
UNIENTER,2002-07-22,135.49595642089844,138.48483276367188,124.6363525390625,128.0237579345703,820838,,NSE
UNIENTER,2002-07-23,128.3226318359375,141.4239044189453,120.85043334960938,137.7874298095703,1077880,,NSE
UNIENTER,2002-07-24,135.09744262695312,143.36666870117188,133.5531768798828,135.5955810546875,1399463,,NSE
UNIENTER,2002-07-25,144.26333618164062,144.26333618164062,128.87060546875,131.80966186523438,836590,,NSE
UNIENTER,2002-07-26,132.507080078125,132.507080078125,117.81173706054688,119.6548843383789,908135,,NSE
UNIENTER,2002-07-29,121.4980239868164,122.54413604736328,101.97067260742188,107.05176544189453,1441935,,NSE
