Symbol,Date,Open,High,Low,Close,Volume,Sector,Index
,,GROWWNXT50.NS,GROWWNXT50.NS,GROWWNXT50.NS,GROWWNXT50.NS,GROWWNXT50.NS,,
GROWWNXT50,2025-08-26,67.69000244140625,67.69999694824219,66.87999725341797,67.0999984741211,8533,,NSE
GROWWNXT50,2025-08-28,66.0,67.38999938964844,64.0,65.97000122070312,5586,,NSE
GROWWNXT50,2025-08-29,65.9800033569336,66.54000091552734,65.41999816894531,65.95999908447266,14514,,NSE
GROWWNXT50,2025-09-01,67.4000015258789,67.4000015258789,65.02999877929688,66.55000305175781,5297,,NSE
GROWWNXT50,2025-09-02,67.4000015258789,67.97000122070312,66.5199966430664,67.08000183105469,4045,,NSE
GROWWNXT50,2025-09-03,68.44999694824219,68.44999694824219,67.0199966430664,67.58999633789062,6499,,NSE
GROWWNXT50,2025-09-04,68.94000244140625,68.97000122070312,66.23999786376953,67.33999633789062,18346,,NSE
GROWWNXT50,2025-09-05,68.08000183105469,68.08000183105469,66.0,67.27999877929688,7008,,NSE
GROWWNXT50,2025-09-08,68.56999969482422,68.56999969482422,65.0,67.54000091552734,12312,,NSE
GROWWNXT50,2025-09-09,68.27999877929688,68.27999877929688,67.16000366210938,67.56999969482422,6852,,NSE
GROWWNXT50,2025-09-10,68.4800033569336,68.69999694824219,67.0,67.58999633789062,24636,,NSE
GROWWNXT50,2025-09-11,68.18000030517578,68.18000030517578,67.58999633789062,67.87999725341797,10906,,NSE
GROWWNXT50,2025-09-12,68.0999984741211,68.58000183105469,66.27999877929688,68.02999877929688,17568,,NSE
GROWWNXT50,2025-09-15,68.72000122070312,69.36000061035156,67.0999984741211,68.70999908447266,27283,,NSE
GROWWNXT50,2025-09-16,69.87000274658203,69.87000274658203,68.0,68.83000183105469,28589,,NSE
GROWWNXT50,2025-09-17,69.95999908447266,69.97000122070312,68.30000305175781,69.2300033569336,34993,,NSE
GROWWNXT50,2025-09-18,70.08000183105469,70.36000061035156,68.62000274658203,69.23999786376953,16964,,NSE
GROWWNXT50,2025-09-19,70.47000122070312,70.47000122070312,69.2300033569336,69.91000366210938,12294,,NSE
GROWWNXT50,2025-09-22,71.11000061035156,71.37000274658203,68.63999938964844,70.20999908447266,26699,,NSE
GROWWNXT50,2025-09-23,69.0,71.45999908447266,69.0,69.86000061035156,27203,,NSE
GROWWNXT50,2025-09-24,69.0,71.0,68.80000305175781,69.23999786376953,53688,,NSE
GROWWNXT50,2025-09-25,68.5,69.97000122070312,68.41999816894531,68.5,22395,,NSE
GROWWNXT50,2025-09-26,69.0,69.0,67.0,67.19000244140625,19160,,NSE
GROWWNXT50,2025-09-29,68.0,68.0,66.95999908447266,67.87999725341797,18688,,NSE
GROWWNXT50,2025-09-30,67.87999725341797,68.33999633789062,67.54000091552734,67.66000366210938,7677,,NSE
GROWWNXT50,2025-10-01,66.30999755859375,68.4800033569336,66.30999755859375,67.91000366210938,10783,,NSE
GROWWNXT50,2025-10-03,69.2699966430664,69.56999969482422,66.83999633789062,67.9800033569336,9822,,NSE
GROWWNXT50,2025-10-06,68.68000030517578,68.68000030517578,67.94999694824219,68.33999633789062,13092,,NSE
GROWWNXT50,2025-10-07,67.55999755859375,69.0,67.55000305175781,68.43000030517578,5168,,NSE
GROWWNXT50,2025-10-08,69.0,69.04000091552734,67.44000244140625,68.12999725341797,14110,,NSE
GROWWNXT50,2025-10-09,68.2699966430664,68.33999633789062,67.83999633789062,68.22000122070312,3302,,NSE
GROWWNXT50,2025-10-10,68.2300033569336,68.87000274658203,68.16000366210938,68.44999694824219,3597,,NSE
GROWWNXT50,2025-10-13,68.01000213623047,68.9800033569336,67.44000244140625,68.30000305175781,9448,,NSE
GROWWNXT50,2025-10-14,67.6500015258789,68.9800033569336,67.6500015258789,67.94999694824219,10554,,NSE
GROWWNXT50,2025-10-15,67.11000061035156,68.9000015258789,67.11000061035156,68.83999633789062,11338,,NSE
GROWWNXT50,2025-10-16,68.0999984741211,69.38999938964844,68.0999984741211,69.30000305175781,5496,,NSE
GROWWNXT50,2025-10-17,69.97000122070312,69.9800033569336,68.23999786376953,69.11000061035156,5571,,NSE
GROWWNXT50,2025-10-20,68.36000061035156,69.83999633789062,68.36000061035156,69.19999694824219,6763,,NSE
GROWWNXT50,2025-10-21,69.87000274658203,69.94999694824219,69.19999694824219,69.48999786376953,10908,,NSE
GROWWNXT50,2025-10-23,69.04000091552734,70.47000122070312,69.04000091552734,69.54000091552734,8034,,NSE
